"Nº Y NOMBRE,,PRESENTACIÓN DE ESCRITURA (Art.5°),""REPAROS"
A ESCRITURA DE
CONSTITUCIÓN
"(Art.5º, inc.3°)"",,""PARTIDO EN"
FORMACIÓN
"(Art.5º, inc.4º)"",,""CADUCIDAD POR NO PRESENTAR AFILIADOS"
EN PLAZO LEGAL
"(Art.7°)"",,""INSCRIPCIÓN EN REGISTRO DE PARTIDOS POLÍTICOS"
"(Art.14º, inc.1º)"",,,""DISOLUCIÓN"
"(Art.42º)"",,TIEMPO DE EXISTENCIA DEL PARTIDO,,,,PARTIDOS ACTIVOS Y TIEMPO DE VIGENCIA (Hasta 6 de junio de 2024)"
"1. PARTIDO NACIONAL,,14.04.87,08.04.87,,24.04.87,,,,04.01.88,,,""17.07.90"
",,3 AÑOS, 3 MESES Y 3 DÍAS"",,,,"
"2. PARTIDO RADICAL SOCIALISTA DEMOCRÁTICO,,01.05.87,,,06.07.88,,,,05.04.89,,,09.05.90,,""3 AÑOS, 0 MESES Y 8 DÍAS"",,,,"
"3. RENOVACIÓN NACIONAL (RN),,04.05.87,,,09.05.87,,,,08.02.88,,,,,,,,,""37 AÑOS, 1 MES Y 2 DÍAS """
,,,,,,,,,,,,,,,,,,
"4. DEMOCRACIA RADICAL,,12.05.87,,,22.05.87,,,,25.02.88,,,17.07.90,,""3 AÑOS, 2 MESES Y 5 DÍAS"",,,,"
"5. AVANZADA NACIONAL,,26.05.87,23.04.87,,29.05.87,,,,29.01.88,,,17.07.90,,""3 AÑOS, 1 MES Y 19 DÍAS"",,,,"
"6. PARTIDO SOCIALISTA HISTÓRICO,,11.06.87,28.12.88,,27.01.89,,05.10.89,,20.06.88,,,09.05.90,,""2 AÑOS, 10 MESES Y 27 DÍAS"",,,,"
"7. SOCIAL DEMOCRACIA CHILENA,,02.07.87,22.06.87,,11.07.87,,,,,,,20.10.88,,""1 AÑO, 3 MESES Y 18 DÍAS"",,,,"
"8. SOCIALISTA CHILENO,,15.09.87,19.06.87,,,,,,20.06.88,,,09.05.90,,""2 AÑOS, 7 MESES Y 23 DÍAS"",,,,"
"9. PARTIDO DEMÓCRATA CRISTIANO (DC),,15.09.87,,,25.09.87,,,,02.05.88,,,,,,,,,""36 AÑOS, 8 MESES Y 20 DÍAS"""
"10. PARTIDO POR LA DEMOCRACIA (PPD),,15.12.87,,,30.12.87,,,,09.05.88,,,,,,,,,""36 AÑOS, 5 MESES Y 19 DÍAS"""
,,,,,,,,,,,,,,,,,,
"11. PARTIDO RADICAL DE CHILE,,30.12.87,,,08.01.88,,,,24.06.88,,,18.08.94,,""6 AÑOS, 7 MESES Y 16 DÍAS"",,,,"
"12. PARTIDO DEMOCRÁTICO NACIONAL,,30.12.87,,,08.02.88,,12.09.88,,,,,12.09.88,,""0 AÑOS, 8 MESES Y 10 DÍAS"",,,,"
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"13. LOS VERDES,,19.02.88,,,04.03.88,,,,14.07.88,,,24.07.90,,""2 AÑOS, 5 MESES Y 5 DÍAS"",,,,"
,,,,,,,,,,,,,,,,,,
"14. LOS JUBILADOS,,16.06.88,16.08.88,,23.08.88,,29.03.89,,,,,29.03.89,,""0 AÑOS, 9 MESES Y 13 DÍAS"",,,,"
"15. PARTIDO LIBERAL DEMÓCRATA DE CHILE,,16.06.88,24.06.88,,11.07.88,,14.02.89,,27.07.88,,,27.02.89,,""0 AÑOS, 8 MESES Y 11 DÍAS"",,,,"
"16. PARTIDO DEMOCRÁTICO DE CHILE,,16.06.88,24.06.88,,27.07.88,,28.02.89,,,,,27.02.89,,""0 AÑOS, 8 MESES Y 11 DÍAS "",,,,"
17. NEO-LIBERAL,,23.09.88,20.11.02,,,,,,,,,,,,,,,
"18. PARTIDO SOCIAL DEMÓCRATA,,21.10.88,27.10.88,,08.11.88,,15.06.89,,28.11.88,,,27.02.90,,""1 AÑO, 4 MESES Y 6 DÍAS"",,,,"
"19. UNIÓN DEMÓCRATA INDEPENDIENTE (UDI),,22.10.88,02.11.88,,15.11.88,,,,03.05.89,,,,,,,,,""35 AÑOS, 7 MESES Y 12 DÍAS"""
"20. PARTIDO AMPLIO DE IZQUIERDA SOCIALISTA,,17.12.88,28.11.88,,17.12.88,,,,15.04.89,,,09.05.90,,""1 AÑO, 4 MESES Y 20 DÍAS"",,,,"
,,,,,,,,,,,,,,,,,,
21. UNIÓN SOCIAL DEL PUEBLO,,03.03.89,20.11.02,,,,,,,,,,,,,,,
22. PARTIDO LIBERAL DEMOCRÁTICO DOCTRINARIO,,09.03.89,16.03.89,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"23. SOCIAL DEMOCRACIA PROGRESISTA,,10.03.89,10.11.88,,03.04.89,,30.06.89,,01.04.91,,,30.06.89,,""0 AÑOS, 3 MESES Y 20 DÍAS"",,,,"
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
24. PARTIDO ACCIÓN NACIONAL INDEPENDIENTE,,03.04.89,20.11.02,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
25. PARTIDO SOCIAL DEMÓCRATA DOCTRINARIO,,11.04.89,20.11.02,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
26. PARTIDO DE LA TIERRA Y LA IDENTIDAD,,11.05.89,20.11.02,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"27. MOVIMIENTO  AL SOCIALISMO,,23.05.89,21.03.89,,26.06.89,,29.01.90,,,,,29.01.90,,""0 AÑOS, 8 MESES Y 6 DÍAS"",,,,"
"28. PARTIDO SOCIALDEMÓCRATA,,14.08.89,28.06.89,,24.08.89,,28.03.90,,,,,28.03.90,,""0 AÑOS, 7 MESES Y 14 DÍAS"",,,,"
29. MOVIMIENTO ECOLOGISTA INTEGRAL,,27.12.89,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
